gene
TANC1
LY75
PLA2R1
SLC4A10
COBLL1
SCN3A
STK39
NOSTRIN
DHRS9
LRP2
MYO3B-AS1
AC078883.1
CDCA7
WIPF1
TTN
LINC01934
ITGA4
PDE1A
ZNF804A
AC007319.1
CALCRL
GULP1
COL3A1
SLC40A1
GLS
STAT4
NABP1
CAVIN2
AC098617.1
STK17B
PLCL1
LINC01923
FAM117B
ICOS
NRP2
MAP2
ERBB4
AC068051.1
IGFBP5
DIRC3
SLC11A1
KCNE4
FAM124B
DOCK10
COL4A4
LINC01807
SP140
SPATA3
B3GNT7
NMUR1
INPP5D
ARL4C
COL6A3
AC104809.2
SNED1
CHL1-AS2
LINC01266
CNTN4
BHLHE40
AC026167.1
AC069277.1
GRM7
HRH1
AC083855.2
PPARG
SLC6A6
FGD5
SH3BP5
GALNT15
KCNH8
ZNF385D
AC092422.1
RARB
LRRC3B
SLC4A7
EOMES
RBMS3
OSBPL10
CMTM7
ITGA9
AC099560.1
VIPR1
CDCP1
CCR1
PTH1R
PFKFB4
CCDC36
SEMA3F-AS1
SEMA3F
ALAS1
STAB1
NT5DC2
ARHGEF3
DNASE1L3
CADPS
PRICKLE2
ADAMTS9
ADAMTS9-AS2
FRMD4B
MITF
PDZRN3
ROBO2
ROBO1
CADM2
CSNKA2IP
EPHA3
MTRNR2L12
COL8A1
CMSS1
FILIP1L
CIP2A
TRAT1
GUCA1C
CD96
SLC9C1
CD200
CD200R1
LINC02044
SIDT1
TIGIT
AC026341.2
LSAMP
AC092691.1
ARHGAP31
CD80
HCLS1
CD86
CASR
PARP15
ADCY5
KALRN
HEG1
PLXNA1
AC112482.2
GATA2
EFCC1
PLXND1
COL6A5
TMEM108
RAB6B
SLCO2A1
AC096992.3
CLSTN2
SPSB4
ATP1B3
SLC9A9
PLOD2
AC092958.4
HLTF-AS1
WWTR1
ANKUB1
GPR171
P2RY14
VEPH1
AC128685.1
WDR49
MECOM
AC026316.5
NCEH1
AC108667.2
NLGN1
LINC02015
AC117453.1
KCNMB2
GNB4
USP13
AC108734.4
LINC01206
KLHL6
ABCC5
ECE2
IGF2BP2
DGKG
ST6GAL1
P3H2
FGF12
MB21D2
PLAAT1
TMEM44
NRROS
HTRA3
CLNK
HS3ST1
AC092546.1
CD38
LDB2
AC093898.1
SLIT2
KCNIP4
SLC34A2
SEL1L3
AC093791.1
LINC02472
PCDH7
LINC02506
DTHD1
TMEM156
RHOH
ATP8A1
GABRG1
GABRA2
TXK
AC105384.1
PDGFRA
KIT
KDR
NMU
IGFBP7
LINC02380
LINC02496
STAP1
UGT2B15
JCHAIN
SLC4A4
ADAMTS3
AC096759.1
CCNG2
FRAS1
PRDM8
SCD5
PLAC8
HPSE
GPAT3
ARHGAP24
MAPK10
SPARCL1
SPP1
FAM13A
GPRIN3
AC093866.1
SNCA
MMRN1
CCSER1
AC097520.2
HPGDS
BMPR1B
UNC5C
LINC02267
TSPAN5
ADH4
ADH1A
ADH1B
C4orf17
EMCN
BANK1
MANBA
CENPE
AC004053.1
DKK2
SGMS2
LEF1
COL25A1
MCUB
UGT8
AC093765.2
NDST3
SYNPO2
QRFPR
SPRY1
LINC01091
AC093772.1
AC079380.1
AC015631.1
AC093722.1
AC097511.1
RNF150
INPP4B
AC139720.1
HHIP
EDNRA
DCLK2
TLR2
AC097467.3
GUCY1A1
ASIC5
GRIA2
AC093817.2
RXFP1
FNIP2
NPY1R
MARCH1
TLL1
SPOCK3
GALNTL6
HAND2
HAND2-AS1
GPM6A
VEGFC
LINC01099
AC020551.1
STOX2
PDLIM3
LPCAT1
LINC02221
CTNND2
FBXL7
MYO10
BASP1
C5orf17
LINC02109
LINC02064
CDH6
ADAMTS12
IL7R
SLC1A3
EGFLAM
LIFR
FYB1
DAB2
PTGER4
C7
PLCXD3
AC008875.3
HMGCS1
EMB
PARP8
ARL15
GZMK
PLPP1
LINC02108
RAB3C
PDE4D
RGS7BP
MAP1B
ZNF366
LINC02056
AC008972.2
FCHO2
CRHBP
PDE8B
LHFPL2
BHMT
ZFYVE16
SSBP2
VCAN
EDIL3
MEF2C
MEF2C-AS1
NR2F1-AS1
NR2F1
MCTP1
LINC01846
ST8SIA4
PAM
LINC01950
EFNA5
AC010395.1
CAMK4
EPB41L4A
SEMA6A
LINC02147
TNFAIP8
PRR16
LOX
MARCH3
SLC12A2
FBN2
CHSY3
MEIKIN
TGFBI
MZB1
HBEGF
AC244517.2
ARAP3
ARHGAP26
PPP2R2B
DPYSL3
SH3TC2-DT
AFAP1L1
CARMN
CSF1R
CD74
SMIM3
SPARC
KIF4B
SGCD
TIMD4
HAVCR2
ITK
EBF1
RNF145
MIR3142HG
GABRA6
SLIT3
DOCK2
LCP2
KCNIP1
STK10
SH3PXD2B
NEURL1B
HRH2
AC113391.1
HK3
COL23A1
ADAMTS2
GFPT2
FLT4
MGAT1
BTNL8
BTNL9
TRIM7
IRF4
F13A1
LY86
AL031123.1
BMP6
SYCP2L
NEDD9
EDN1
PHACTR1
CD83
RNF144B
SOX4
CASC15
AL035401.1
DCDC2
RIPOR2
ZNF165
OR5V1
GABBR1
TRIM31
HLA-E
LINC00243
TNF
LTB
HSPA1A
HSPA1B
TNXB
NOTCH4
TSBP1-AS1
HLA-DRA
HLA-DRB5
HLA-DRB1
HLA-DQA1
HLA-DQB1
HLA-DQA2
HLA-DMB
HLA-DPA1
HLA-DPB1
ITPR3
ANKS1A
PPARD
CPNE5
FGD2
MDGA1
GLP1R
CCND3
TRERF1
RUNX2
PLA2G7
ADGRF5
PTCHD4
AL353138.1
PKHD1
GCM1
GCLC
MLIP
BMP5
AL512422.1
AL445250.1
KHDRBS2
PTP4A1
ADGRB3
COL19A1
KCNQ5
CGAS
AL357507.1
COL12A1
FILIP1
AL355612.1
ME1
LINC01611
GABRR1
EPHA7
GRIK2
PRDM1
MICAL1
SLC16A10
FYN
LAMA4
MARCKS
AL133257.1
NKAIN2
RSPO3
THEMIS
LAMA2
AL355581.1
SAMD3
TMEM200A
EPB41L2
CCN2
VNN3
EYA4
AL078590.2
AL138828.1
WAKMAR2
TNFAIP3
AL035446.2
SASH1
UST
ZC3H12D
PLEKHG1
AKAP12
IPCEF1
AL589693.1
SYTL3
TAGAP
AGPAT4
PACRG-AS1
PDE10A
RNASET2
AL513210.1
THBS2
ADAP1
LFNG
CARD11
AC073316.1
SDK1
AC004160.1
THSD7A
AC011287.1
AGMO
AC073333.1
AGR2
HDAC9
AC007001.1
ITGB8
AC080068.1
GPNMB
OSBPL3
SKAP2
HOTAIRM1
CREB5
CPVL
NOD1
ADCYAP1R1
BMPER
TBX20
AC007652.3
AOAH
TRGC2
TRGC1
TRG-AS1
AEBP1
MYO1G
RAMP3
IGFBP3
PKD1L1
IKZF1
ZNF117
AUTS2
CALN1
CLIP2
NCF1
HIP1
CD36
HGF
CACNA2D1
SEMA3A
SEMA3D
ADAM22
STEAP4
SAMD9L
TFPI2
COL1A2
PDK4
DYNC1I1
CYP3A7
CYP3A4
CYP3A43
GAL3ST4
SERPINE1
SLC26A5
AC005064.1
RELN
LAMB1
AC073071.1
TFEC
CAV1
CFTR
CTTNBP2
KCND2
CCDC136
PODXL
PLXNA4
AKR1B1
AKR1B10
CHRM2
TBXAS1
DENND2A
WEE2
CLEC5A
AC006974.2
LINC00996
GIMAP8
GIMAP7
GIMAP4
NOS3
AC005998.1
DPP6
INSIG1
PTPRN2
AC245187.2
AC246817.2
ANGPT2
PRAG1
AC087269.1
AC105001.1
AF131215.5
BLK
GATA4
CTSB
SGCZ
MSR1
AC011586.2
AC124242.3
AC100849.1
CSGALNACT1
LPL
LZTS1
GFRA2
DOK2
LOXL2
STC1
ADAM28
BNIP3L
DPYSL2
LINC02099
NRG1
AC137579.2
FGFR1
TACC1
ADAM32
ADAM2
IDO1
TCIM
ANK1
XKR4
LYN
AC104051.1
AC012103.1
SDCBP
TOX
PDE7A
DNAJC5B
MYBL1
PREX2
SULF1
MSC-AS1
KCNB2
LY96
ZC2HC1A
AC083837.1
PAG1
FABP5
RALYL
CA1
AC023194.3
MMP16
AC090578.1
RUNX1T1
GEM
GRHL2
NCALD
BAALC
ZFPM2
ZFPM2-AS1
AC027031.2
ANGPT1
PKHD1L1
CSMD3
TRPS1
AC023590.1
COLEC10
ENPP2
COL14A1
HAS2
LINC00861
CASC19
PVT1
CCDC26
ASAP1
TMEM71
SLA
CCN4
NDRG1
AC079015.1
DENND3
SLC45A4
ADGRB1
DOCK8
JAK2
PDCD1LG2
IL33
ZDHHC21
FREM1
BNC2
ADAMTSL1
PLIN2
ACER2
SLC24A2
MLLT3
CDKN2B
TEK
LINGO2
ANKRD18B
CD72
GLIPR2
PAX5
AL512625.3
PGM5
ANXA1
PCSK5
GCNT1
GNA14
RASEF
DAPK1
CTSL
SEMA4D
SYK
ROR2
FGD3
WNK2
COL15A1
NR4A3
BAAT
LINC01505
ZNF462
KLF4
CTNNAL1
SVEP1
AL162414.1
UGCG
TNC
PAPPA
TLR4
PTGS1
HSPA5
AL162391.1
SH2D3C
ENG
PRDM12
LAMC3
NTNG2
GBGT1
ADAMTS13
ADAMTSL2
COL5A1
FCN2
FCN1
OLFM1
NOTCH1
AL590226.1
EGFL7
PTGDS
NPDC1
UAP1L1
GRIN1
ADARB2
PFKP
KLF6
MANCR
AKR1C2
IL2RA
AL137186.1
PFKFB3
PRKCQ
AL392086.3
SFMBT2
GATA3
CELF2
CCDC3
FRMD4A
ITGA8
VIM
ST8SIA6
MRC1
SLC39A12
PLXDC2
NEBL
KIAA1217
ENKUR
AL390866.1
MAP3K8
AL590068.4
ITGB1-DT
NRP1
AL137026.1
CXCL12
ALOX5
WDFY4
AC060234.1
TMEM273
PRKG1
PRKG1-AS1
LNCAROD
PCDH15
BICC1
SLC16A9
ANK3
TMEM26
TMEM26-AS1
CTNNA3
SRGN
HK1
PALD1
PRF1
ADAMTS14
UNC5B
PSAP
SPOCK2
OIT3
P4HA1
PLAU
KCNMA1
MAT1A
NRG3
CDHR1
LINC01520
GRID1-AS1
LIPK
ANKRD22
LIPA
LINC01374
HTR7
EXOC6
MYOF
PLCE1
CYP2C19
ENTPD1
PIK3AP1
LINC00866
LOXL4
NEURL1-AS1
ITPRIP
DUSP5
ATRNL1
GRK5
FGFR2
CHST15
CTBP2
ADAM12
AL589787.1
PTPRE
MKI67
ADGRA1
CRACR2B
AP006623.1
MUC6
MUC5B
IFITM10
H19
C11orf21
TSPAN32
KCNQ1
KCNQ1OT1
OSBPL5
MMP26
TRIM22
SWAP70
MTRNR2L8
LYVE1
GALNT18
AC107881.1
SAA2
LINC02726
ANO3
KIF18A
LINC02755
MPPED2-AS1
ELF5
CD44
PAMR1
LDLRAD3
PRR5L
TSPAN18
AC103855.2
NR1H3
SPI1
AC090559.1
FAM111B
MS4A6A
MS4A4A
MS4A4E
MS4A7
MS4A14
MS4A5
MS4A1
SLC15A3
CD6
SCGB1A1
AHNAK
PLAAT5
CCDC88B
CDC42EP2
EHBP1L1
SIPA1
CTSW
RIN1
TBC1D10C
CABP4
AP000812.1
PDE2A
FCHSD2
P2RY6
ARHGEF17
RELT
UCP2
P4HA3
KCNE3
ARRB1
GDPD5
ACER3
GAB2
SYTL2
PRSS23
CTSC
DISC1FP1
FAT3
MAML2
CNTN5
CEP126
BIRC3
AP002961.1
PDGFD
CASP1
GUCY1A2
RAB39A
LINC02550
POU2AF1
IL18
NCAM1
DSCAML1
FXYD6
IL10RA
SMIM35
JAML
CD3E
CD3D
CD3G
MCAM
GRIK4
UBASH3B
CRTAM
GRAMD1B
VSIG2
ESAM
ROBO4
SLC37A2
ETS1
FLI1
KCNJ5
AP003327.2
ADAMTS15
OPCML
JAM3
IQSEC3
CACNA1C
CCND2
FGF23
ANO2
VWF
CD4
ENO2
CD163L1
CD163
CLEC4C
SLC2A3
C3AR1
PZP
KLRB1
CLEC2D
CD69
KLRF1
CLEC2B
CLEC12A
CLEC1B
CLEC9A
CLEC7A
KLRK1
KLRC2
KLRC1
APOLD1
GPRC5A
EMP1
RERG
LINC02398
PDE3A
SLCO1B3
ST8SIA1
BCAT1
LRMP
ARNTL2
PPFIBP1
FAR2
OVCH1-AS1
TMTC1
BICD1
SYT10
ABCD2
PDZRN4
PRICKLE1
AC008127.1
SLC38A1
SLC38A4
PCED1B
AC008083.3
HDAC7
RND1
TUBA1A
FMNL3
BIN2
GALNT6
GRASP
NR4A1
KRT7
NCKAP1L
TESPA1
GDF11
MMP19
ARHGAP9
AGAP2
AC083805.1
LINC02388
SRGAP1
RASSF3
AC078962.1
IRAK3
GRIP1
IFNG-AS1
KCNMB4
AC025569.1
PTPRB
LINC02445
NAV3
AC073571.1
SYT1
PTPRQ
MGAT4C
C12orf50
DCN
LINC02391
LINC02397
PLXNC1
TMCC3
NTN4
HAL
ELK3
AC117377.1
GAS2L3
SPIC
DRAM1
IGF1
AC068643.1
C12orf42
AC084364.3
STAB2
HSP90B1
CHST11
NUAK1
BTBD11
CMKLR1
SELPLG
ATP2A2
HVCN1
SDS
AC009387.1
AC087863.2
LINC00934
PXN
P2RX7
WDR66
UBC
AC007368.1
LINC00944
AC068787.2
LINC00507
TMEM132D
FAM230C
AL136962.1
LINC00621
FLT3
FLT1
ALOX5AP
HSPH1
BRCA2
NBEA
POSTN
LHFPL6
LINC00598
ZC3H13
LCP1
RUBCNL
LPAR6
CYSLTR2
DLEU1
PCDH17
LINC00376
PCDH9
DACH1
KLF5
AL161717.1
EDNRB-AS1
EDNRB
GPC5
GPR183
NALCN-AS1
NALCN
ITGBL1
FGF14
AL138701.2
AL139379.1
EFNB2
FAM155A
COL4A1
COL4A2
MCF2L
TMEM255B
C13orf46
RASA3
AL160396.1
TRAC
SLC7A7
SLC7A8
ADCY4
RIPK3
NFATC4
GZMB
AL132633.1
NOVA1
PRKD1
NPAS3
EGLN3
AL355835.1
LINC00639
AL049828.2
LINC02315
AL121821.2
LINC02277
MDGA2
AL358335.2
AL358334.1
GNG2
NID2
PTGDR
LINC02331
LGALS3
PELI2
RTN1
PRKCH
AL359220.1
HIF1A-AS3
RHOJ
SYNE2
AL355076.2
RGS6
VSX2
LTBP2
PGF
BATF
TGFB3
AC008050.1
AC007376.2
VASH1
NRXN3
FLRT2
AL359237.1
GPR65
KCNK13
AL135818.1
CCDC88C
CATSPERB
TC2N
FBLN5
SLC24A4
LGMN
PPP4R4
AL139020.1
LINC00618
BCL11B
AL160313.1
EML1
WARS
MEG3
MEG8
HSP90AA1
TNFAIP2
LINC02691
GPR132
CRIP1
IGHGP
IGHA1
IGHG1
IGHG3
IGHD
FAM30A
PWRN1
ATP10A
GABRG3
AC104002.3
APBA2
FMN1
MEIS2
RASGRP1
LINC02694
THBS1
PLCB2
DLL4
LTK
STARD9
EPB42
SEMA6D
FBN1
DMXL2
MAPK6-DT
MYO5A
AC025272.1
ALDH1A2
DAPK2
PIF1
PLEKHO2
SMAD6
MYO9A
PKM
CCDC33
CSPG4
PSTPIP1
DNAJA4
BCL2A1
CEMIP
AC104041.1
TM6SF1
SH3GL3
AC016987.1
NTRK3
RHCG
ZNF710
IQGAP1
AC068831.1
SLCO3A1
MCTP2
LINC01197
LINC00924
AC012409.2
NR2F2-AS1
AC020704.1
LINC02254
IGF1R
ALDH1A3
LRRK1
CHSY1
BICDL2
MEFV
NLRC3
AC007221.1
CIITA
SNX29
MYH11
ABCC1
XYLT1
ACSM3
IGSF6
HS3ST2
PRKCB
IL21R
APOBR
SPN
CORO1A
ITGAL
STX4
AC135050.3
ITGAM
ITGAX
ITGAD
NETO2
LINC02133
ADCY7
NOD2
MMP2-AS1
LPCAT2
CETP
ADGRG5
ADGRG1
CDH11
CDH5
DPEP2
ADAMTS18
MAF
HSD17B2
CDH13
COTL1
CRISPLD2
IRF8
ZNF469
CYBA
AC141424.1
RFLNB
NXN
ABR
TRARG1
SLC43A2
RAP1GAP2
P2RX5
CAMKK1
P2RX1
ATP2A3
ARRB2
VMO1
SCIMP
NLRP1
PIMREG
PITPNM3
BCL6B
ACAP1
CHD3
PIK3R6
PIK3R5
DHRS7C
GAS7
HS3ST3A1
AC005224.2
TRPV2
TNFRSF13B
GRAP
WSB1
LGALS9
ADAP2
EVI2A
RHBDL3
LINC01989
CCL2
UNC45B
SLFN11
SLFN12
SLFN13
SLFN12L
CCL5
CCL14
CCL3
CCL4
ARHGAP23
ARL5C
IKZF3
TOP2A
KRT19
AC100793.2
G6PC
SLC4A1
GJC1
KIF18B
AC008105.3
FMNL1
ARHGAP27
ITGB3
TBX21
OSBPL7
SKAP1
LINC02086
ABI3
NGFR
TSPOAP1-AS1
AC004687.1
TBX2
MRC2
ACE
CD79B
PECAM1
MILR1
AC005332.4
ABCA9
AC005208.1
KCNJ2
AC137735.3
KIF19
CD300A
CD300LB
CD300E
MXRA7
SEC14L1
TNRC6C-AS1
TMC6
TMC8
C17orf99
TIMP2
CEP295NL
C1QTNF1
CBX2
SLC26A11
RNF213
FASN
CD7
METRNL
AC139099.2
COLEC12
AP000829.1
NDC80
EMILIN2
LINC01895
DLGAP1
EPB41L3
ARHGAP28
MTCL1
RAB31
APCDD1
PIEZO2
SPIRE1
MC2R
CABLES1
LINC01894
ZNF521
KLHL14
DTNA
FHOD3
CELF4
AC108452.1
MIR924HG
AC079052.1
LINC00907
LINC01478
SLC14A1
MRO
ME2
AC016383.2
TCF4
CCBE1
PMAIP1
BCL2
CDH19
AC022655.1
CCDC102B
AC090125.1
GALR1
AC124254.2
NFATC1
PALM
ABCA7
ARHGAP45
PEAK3
GNA15
MATK
CREB3L3
EBI3
SEMA6B
DENND1C
VAV1
ADGRE1
AC119396.1
MCOLN1
CLEC4G
CD209
CLEC4M
KANK3
ANGPTL4
PRAM1
MYO1F
ICAM1
PDE4A
SLC44A2
DOCK6
ANGPTL8
AC020916.1
ADGRE5
DNAJB1
CLEC17A
ADGRE2
SLC1A6
NOTCH3
RASAL3
CYP4F8
TPM4
HSH2D
CPAMD8
MYO9B
PLVAP
NIBAN3
FCHO1
JAK3
IFI30
LRRC25
HOMER3
PBX4
GMIP
ZNF66
ZNF43
ZNF208
ZNF723
ZNF536
FXYD3
CD22
NFKBID
HCST
TYROBP
KCNK6
RASGRP4
RYR1
PLEKHG2
CYP2A7
CYP2B6
CYP2S1
AXL
TGFB1
PCAT19
POU2F2
LIPE-AS1
TEX101
PLAUR
EXOC3L2
NOVA2
IGFL4
HIF3A
SLC1A5
C5AR1
C5AR2
AC073548.2
EMP3
RASIP1
IZUMO1
TULP2
DHDH
CD37
SIGLEC11
SPIB
AC011483.2
KLK10
SIGLEC9
SIGLEC7
CD33
NKG7
SPACA6
FPR1
FPR2
FPR3
ZNF83
OSCAR
LILRB3
LILRA6
LILRB5
LILRB2
LAIR1
LILRA1
LILRB1
LILRB4
NCR1
TMEM150B
LINC01864
PEG3
SIRPB2
SIRPD
SIRPG
SLC4A11
C20orf194
ADAM33
SIGLEC1
RASSF2
PLCB1
PLCB4
JAG1
PCSK2
SLC24A3
RIN2
LINC01427
CD93
HCK
FO393401.1
SLA2
SOGA1
SAMHD1
SRC
TGM2
PPP1R16B
PTPRT
TOX2
ADA
PLTP
SULF2
PREX1
PTGIS
SMIM25
LINC01271
RIPOR3
LINC01524
LINC01716
AL109955.1
PCK1
ZBP1
PMEPA1
APCDD1L
ZNF831
EDN3
SYCP2
CDH4
SLCO4A1
ZBTB46
FP671120.4
FP236383.3
AP003900.1
AP001347.1
SAMSN1
MIR99AHG
CHODL-AS1
LINC01425
AP001116.1
LINC01684
MIR155HG
JAM2
CYYR1
ADAMTS1
AP001605.1
LINC01695
AF165147.1
GRIK1
EVA1C
CLIC6
RUNX1
KCNJ15
ERG
AF064858.1
DSCAM
BACE2
MX2
ABCG1
UBASH3A
LINC00313
TRPM2
ITGB2
LINC00334
PCBP3
COL6A1
COL6A2
ADA2
CLDN5
TBX1
AIFM3
AC245060.5
GGT5
PIWIL3
GRK3
SEZ6L
LIF
SMTN
SYN3
TIMP3
HMOX1
APOL1
NCF4
CSF2RB
KCTD17
IL2RB
RAC2
CYTH4
APOBEC3D
PDGFB
GRAP2
NFAM1
PARVG
GTSE1
GRAMD4
LINC01644
LINC01310
C22orf34
TYMP
AC000050.1
SHANK3
CSF2RA
P2RY8
AL683807.1
PRKX
NLGN4X
ARHGAP6
BMX
NHS
SAT1
CXorf21
AL592156.2
CYBB
SRPX
TSPAN7
AC108879.1
DIPK2B
TIMP1
CFP
SLC38A5
SHROOM4
AC233976.1
AL050309.1
FAAH2
VSIG4
EDA
IL2RG
NHSL2
NEXMIF
GPR174
ITM2A
SH3BGRL
AL445213.2
KLHL4
BTK
NXF3
ACSL4
PAK3
XACT
DOCK11
AC004835.1
AL008633.1
SASH3
ELF4
MIR503HG
INTS6L
ARHGEF6
FGF13
SPANXA2-OT1
MAMLD1
GABRE
PDZD4
ARHGAP4
RENBP
FLNA
GAB3
MPP1
F8
CLIC2
AC010737.1
PRKY
MT-ND1
MT-CO3
